ODI;SIGLAS_AREA;ANIO;NRO_EXPEDIENTE;TIPO_EXPEDIENTE;FECHA_PRESENTACION;SECTOR;SUB_SECTOR;DENUNCIADOS;RUC_DENUNCIADOS; 
SEDE CENTRAL;PS3;2015;1955;DENUNCIA;17/12/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;REPRESENTACIONES BETTY E.I.R.L.;20551929796; 
SEDE CENTRAL;PS3;2015;1956;DENUNCIA;17/12/2015;SERVICIOS VARIOS;OTROS SERVICIOS;INNOVA PC SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA;20505683855; 
SEDE CENTRAL;PS3;2015;1957;DENUNCIA;17/12/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;IMPORTACIONES PANTERA ARMS E.I.R.L.;20522355292; 
SEDE CENTRAL;PS3;2015;1958;DENUNCIA;17/12/2015;TRANSPORTE POR VIA AEREA;TRANSPORTE DE PASAJEROS;AEROVÍAS DEL CONTINENTE AMERICANO S.A. - AVIANCA SUCURSAL DEL PERÚ;20100129290; 
SEDE CENTRAL;PS3;2015;1959;DENUNCIA;17/12/2015;EDUCACION SUPERIOR;SERVICIOS DE ENSEÑANZA;UNIVERSIDAD SAN IGNACIO DE LOYOLA S.A;20297868790; 
SEDE CENTRAL;PS3;2015;196;DENUNCIA;4/02/2015;SUPERMERCADOS, BODEGAS, MINIMARKETS Y SIMILARES;VENTA DE ELECTRODOMESTICOS;CENCOSUD RETAIL PERU S.A.;20109072177; 
SEDE CENTRAL;PS3;2015;1960;DENUNCIA;17/12/2015;RESTAURANTES, BARES Y CANTINAS ;SERVICIO DE ALIMENTACION Y BEBIDA;VILLA CHICKEN S.A.C.;20511235066; 
SEDE CENTRAL;PS3;2015;1961;DENUNCIA;17/12/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;ACEROS LIU E.I.R.L.;20566002052; 
SEDE CENTRAL;PS3;2015;1962;DENUNCIA;17/12/2015;FABRICACION DE MUEBLES ;FABRICACION MUEBLES;;; 
SEDE CENTRAL;PS3;2015;1963;DENUNCIA;18/12/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE ELECTRODOMESTICOS;TIENDAS POR DEPARTAMENTO RIPLEY S.A.;20337564373; 
SEDE CENTRAL;PS3;2015;1964;DENUNCIA;18/12/2015;SERVICIOS VARIOS;OTROS SERVICIOS;CAMARA MINERA DEL PERÚ - CAMIPER / CAMARA MINERA DEL PERÚ - CAMIPER;20548128847 / 20548128847; 
SEDE CENTRAL;PS3;2015;1965;DENUNCIA;18/12/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;INVERSIONES CYS S.A.;20215528791; 
SEDE CENTRAL;PS3;2015;1966;DENUNCIA;18/12/2015;EDUCACION SUPERIOR;SERVICIOS DE ENSEÑANZA;UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.;20211614545; 
SEDE CENTRAL;PS3;2015;1967;DENUNCIA;18/12/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;;; 
SEDE CENTRAL;PS3;2015;1968;DENUNCIA;18/12/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;ELKA RETAIL DEL PERU SAC / ELKA RETAIL DEL PERU SAC;20517578151 / 20517578151; 
SEDE CENTRAL;PS3;2015;1969;DENUNCIA;18/12/2015;CONSTRUCCION E INMOBILIARIOS;CONSTRUCCION Y VENTA DE INMUEBLES;PROMOTORA RENACER S.A.C;20517501108; 
SEDE CENTRAL;PS3;2015;197;DENUNCIA;4/02/2015;OTRAS ACTIVIDADES FINANCIERAS;ADMINISTRACION DE FONDOS DE INVERSION;PROMOTORA OPCION S.A. EAFC;20100341914; 
SEDE CENTRAL;PS3;2015;1970;DENUNCIA;21/12/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;GRUPO PCMIRAFLORES S.A.;20600478886; 
SEDE CENTRAL;PS3;2015;1971;DENUNCIA;21/12/2015;CONSTRUCCION E INMOBILIARIOS;CONSTRUCCION Y VENTA DE INMUEBLES;PROMOTORA RENACER S.A.C;20517501108; 
SEDE CENTRAL;PS3;2015;1972;DENUNCIA;21/12/2015;IMPRESION Y EDICION DE LIBROS, PERIODICOS Y RELACIONADOS;IMPRESION;;; 
SEDE CENTRAL;PS3;2015;1973;DENUNCIA;21/12/2015;CONSTRUCCION E INMOBILIARIOS;CONSTRUCCION Y VENTA DE INMUEBLES;SERVIMAXX S.A.C.;20536793071; 
SEDE CENTRAL;PS3;2015;1974;DENUNCIA;21/12/2015;ACTIVIDADES ARTISTICAS, DE ENTRETENIMIENTO Y ESPARCIMIENTO;FIESTAS;;; 
SEDE CENTRAL;PS3;2015;1975;DENUNCIA;21/12/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;DETALLES Y MODA PERU S.A.C;20510568096; 
SEDE CENTRAL;PS3;2015;1976;DENUNCIA;21/12/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;DIPAB SAC / DIPAB S.A.C.;20553254052 / 20553254052; 
SEDE CENTRAL;PS3;2015;1977;DENUNCIA;21/12/2015;EDUCACION INICIAL Y PRIMARIA;GESTION ADMINISTRATIVA;INNOVA SCHOOL S.A.C.;20574650187; 
SEDE CENTRAL;PS3;2015;1978;DENUNCIA;22/12/2015;TRANSPORTE TERRESTRE Y OTROS TIPOS DE TRANSPORTE;TRANSPORTE DE PASAJEROS;EXPRESO ANTEZANA HNOS S.A.;20219801531; 
SEDE CENTRAL;PS3;2015;1979;DENUNCIA;22/12/2015;EDUCACION INICIAL Y PRIMARIA;SERVICIOS DE ENSEÑANZA;;; 
SEDE CENTRAL;PS3;2015;198;DENUNCIA;4/02/2015;SERVICIOS VARIOS;OTROS SERVICIOS;SEARS SERVICE E.I.R.L / DISTRIBUIDOR EXCLUSIVO BRYANT S.A.;20510599480 / 20144955766; 
SEDE CENTRAL;PS3;2015;1980;DENUNCIA;22/12/2015;CONSTRUCCION E INMOBILIARIOS;VENTA DE INMUEBLES POR ENCARGO;VILLA CLUB S.A.;20492390098; 
SEDE CENTRAL;PS3;2015;1981;DENUNCIA;22/12/2015;RESTAURANTES, BARES Y CANTINAS ;SERVICIO DE ALIMENTACION Y BEBIDA;PROMOCIONES ARTISTICAS SAC;20492548066; 
SEDE CENTRAL;PS3;2015;1982;DENUNCIA;22/12/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;KYRIOS LUCES Y ENTORNO S.R.L.;20474908632; 
SEDE CENTRAL;PS3;2015;1983;DENUNCIA;22/12/2015;FABRICACION DE MUEBLES ;FABRICACION MUEBLES;;; 
SEDE CENTRAL;PS3;2015;1984;DENUNCIA;22/12/2015;SERVICIOS VARIOS;SERVICIOS DE SALONES DE BELLEZA Y PELUQUERIAS;BEAUTY COACH S.A.C.;20600049918; 
SEDE CENTRAL;PS3;2015;1985;DENUNCIA;22/12/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;SOLUCIONES EN VIDRIO E.I.R.L.;20509580783; 
SEDE CENTRAL;PS3;2015;1986;DENUNCIA;22/12/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;COOPERATIVA DE SERVICIOS ESPECIALES JUAN XXIII / TALENTUS CORPORACION SAC / TALENTUS CORPORACION S.A.C.;20512649590 / 20552655428 / 20552655428; 
SEDE CENTRAL;PS3;2015;1987;DENUNCIA;22/12/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;COMEXA COMERCIALIZADORA EXTRANJERA S.A. SUCURSAL DEL PERU;20431062870; 
SEDE CENTRAL;PS3;2015;1988;DENUNCIA;23/12/2015;SISTEMA FINANCIERO NO BANCARIO;CREDITO DE CONSUMO;PROMOTORA OPCION S.A. EAFC;20100341914; 
SEDE CENTRAL;PS3;2015;1989;DENUNCIA;23/12/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;;; 
SEDE CENTRAL;PS3;2015;199;DENUNCIA;4/02/2015;OTROS TIPOS DE EDUCACION;SERVICIOS DE ENSEÑANZA;CENTRO DE CAPACITACION TECNICA GOBLIN MINER S.R.L.;20486513480; 
SEDE CENTRAL;PS3;2015;1990;DENUNCIA;23/12/2015;SERVICIOS VARIOS;OTROS SERVICIOS;;; 
SEDE CENTRAL;PS3;2015;1991;DENUNCIA;23/12/2015;SERVICIOS VARIOS;OTROS SERVICIOS;;; 
SEDE CENTRAL;PS3;2015;1992;DENUNCIA;23/12/2015;AFOCAT Y ASOCIACIONES DIVERSAS;OTROS SERVICIOS O PRODUCTOS PRESTADOS POR ASOCIACIONES;COLEGIO DE ARQUITECTOS DEL PERU-REGIONAL LIMA;20172977911; 
SEDE CENTRAL;PS3;2015;1993;DENUNCIA;23/12/2015;OTROS TIPOS DE EDUCACION;GESTION ADMINISTRATIVA;UNIVERSIDAD JOSE CARLOS MARIATEGUI / CETPRO HONORIO DELGADO ESPINOZA E.I.R.L.;20200848048 / 20228086216; 
SEDE CENTRAL;PS3;2015;1994;DENUNCIA;23/12/2015;SERVICIOS VARIOS;OTROS SERVICIOS;TOUCHE SPA SAC;20549540261; 
SEDE CENTRAL;PS3;2015;1995;DENUNCIA;23/12/2015;RESTAURANTES, BARES Y CANTINAS ;SERVICIO DE ALIMENTACION Y BEBIDA;LASINO S.A.;20388829452; 
SEDE CENTRAL;PS3;2015;1996;DENUNCIA;23/12/2015;COMERCIO MINORISTA DE PRODUCTOS FARMACEUTICOS, PERFUMERIA Y AFINES;VENTA DE MEDICAMENTOS;ECKERD PERU S.A.;20331066703; 
SEDE CENTRAL;PS3;2015;1997;DENUNCIA;23/12/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE OTROS PRODUCTOS;TIENDAS POR DEPARTAMENTO RIPLEY S.A.;20337564373; 
SEDE CENTRAL;PS3;2015;1998;DENUNCIA;23/12/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;ELECTRONICA SAN MIGUEL SOCIEDAD ANONIMA CERRADA - ELECTRONICA SAN MIGUEL S.A.C.;20545456819; 
SEDE CENTRAL;PS3;2015;1999;DENUNCIA;24/12/2015;SUPERMERCADOS, BODEGAS, MINIMARKETS Y SIMILARES;SERVICIOS DE ESTACIONAMIENTO;CENCOSUD RETAIL PERU S.A. / CENTRO COMERCIAL PLAZA JESUS MARIA S.A.C. / SERCENCO S.A.;20109072177 / 20508920696 / 20123537581; 
SEDE CENTRAL;PS3;2015;2;DENUNCIA;5/01/2015;CONSTRUCCION E INMOBILIARIOS;ALQUILER DE INMUEBLES POR ENCARGO;CLUB DE SOCIOS S.A.;20516758784; 
SEDE CENTRAL;PS3;2015;20;DENUNCIA;7/01/2015;SUPERMERCADOS, BODEGAS, MINIMARKETS Y SIMILARES;VENTA DE OTROS PRODUCTOS;SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA O S.P.S.A.;20100070970; 
SEDE CENTRAL;PS3;2015;200;DENUNCIA;4/02/2015;ACTIVIDADES ARTISTICAS, DE ENTRETENIMIENTO Y ESPARCIMIENTO;CONCIERTOS;UR STAR SOCIEDAD ANONIMA CERRADA / URMAR SHOW S.A.C;20524666953 / 20505069910; 
SEDE CENTRAL;PS3;2015;2000;DENUNCIA;24/12/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE ARTICULOS DE DECORACION;SAGA FALABELLA S.A.;20100128056; 
SEDE CENTRAL;PS3;2015;2001;DENUNCIA;24/12/2015;SUPERMERCADOS, BODEGAS, MINIMARKETS Y SIMILARES;VENTA DE OTROS PRODUCTOS;HIPERMERCADOS TOTTUS S.A.;20508565934; 
SEDE CENTRAL;PS3;2015;2002;DENUNCIA;28/12/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;;; 
SEDE CENTRAL;PS3;2015;2003;DENUNCIA;28/12/2015;SERVICIOS VARIOS;OTROS SERVICIOS;INVERSIONES SEPAMIAR S.A.C.;20515994891; 
SEDE CENTRAL;PS3;2015;2004;DENUNCIA;28/12/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;MAKRO SUPERMAYORISTA S.A.;20492092313; 
SEDE CENTRAL;PS3;2015;2005;DENUNCIA;28/12/2015;SERVICIOS VARIOS;OTROS SERVICIOS;;; 
SEDE CENTRAL;PS3;2015;2006;DENUNCIA;28/12/2015;SUPERMERCADOS, BODEGAS, MINIMARKETS Y SIMILARES;VENTA DE ELECTRODOMESTICOS;CENCOSUD RETAIL PERU S.A.;20109072177; 
SEDE CENTRAL;PS3;2015;2007;DENUNCIA;28/12/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;LINIO PERÚ S.A.C.;20547836473; 
SEDE CENTRAL;PS3;2015;2008;DENUNCIA;28/12/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;SODIMAC PERU S.A.;20389230724; 
SEDE CENTRAL;PS3;2015;2009;DENUNCIA;28/12/2015;CONSTRUCCION E INMOBILIARIOS;CONSTRUCCION Y VENTA DE INMUEBLES;LLAXTA S.A.C.;20523602773; 
SEDE CENTRAL;PS3;2015;201;DENUNCIA;4/02/2015;ELABORACION DE PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO;ELABORACION DE PRODUCTOS ALIMENTICIOS;;; 
SEDE CENTRAL;PS3;2015;2010;DENUNCIA;28/12/2015;CONSTRUCCION E INMOBILIARIOS;CONSTRUCCION Y VENTA DE INMUEBLES;INGO CASA PERU S.A.C.;20515270036; 
SEDE CENTRAL;PS3;2015;2011;DENUNCIA;28/12/2015;TELECOMUNICACIONES;VENTA DE EQUIPOS DE COMPUTO;AMERICA MOVIL PERU S.A.C.;20467534026; 
SEDE CENTRAL;PS3;2015;2012;DENUNCIA;29/12/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;;; 
SEDE CENTRAL;PS3;2015;2013;DENUNCIA;29/12/2015;SERVICIOS VARIOS;SERVICIOS FUNERARIOS;AGRICOLA LAS LLAMOZAS S.A.;20101976867; 
SEDE CENTRAL;PS3;2015;2015;DENUNCIA;29/12/2015;COMERCIO MINORISTA DE LINEA BLANCA, MARRON Y OTRAS;VENTA DE ARTICULOS DE USO DOMESTICO;IMPORTACIONES HIRAOKA S.A.C.;20100016681; 
SEDE CENTRAL;PS3;2015;2016;DENUNCIA;29/12/2015;SERVICIOS DE SALUD HUMANA Y VETERINARIA;INTERVENCIONES QUIRURGICAS Y OTRAS;UNIÓN DE CLINICAS VETERINARIAS PERÚ EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;20551423434; 
SEDE CENTRAL;PS3;2015;2017;DENUNCIA;29/12/2015;SERVICIOS VARIOS;OTROS SERVICIOS;;; 
SEDE CENTRAL;PS3;2015;2018;DENUNCIA;29/12/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;RASH PERU S.A.C.;20378890161; 
SEDE CENTRAL;PS3;2015;2019;DENUNCIA;29/12/2015;CONSTRUCCION E INMOBILIARIOS;VENTA DE INMUEBLES POR ENCARGO;CONSTRUCTORA E INMOBILIARIA LOS ALAMOS S.A.C.;20511230421; 
SEDE CENTRAL;PS3;2015;202;DENUNCIA;4/02/2015;ACTIVIDADES ARTISTICAS, DE ENTRETENIMIENTO Y ESPARCIMIENTO;CONCIERTOS;;; 
SEDE CENTRAL;PS3;2015;2020;DENUNCIA;29/12/2015;COMERCIO MINORISTA DE LINEA BLANCA, MARRON Y OTRAS;VENTA DE ARTICULOS DE USO DOMESTICO;IMPORTACIONES HIRAOKA S.A.C.;20100016681; 
SEDE CENTRAL;PS3;2015;2021;DENUNCIA;29/12/2015;ACTIVIDADES ARTISTICAS, DE ENTRETENIMIENTO Y ESPARCIMIENTO;FIESTAS;KARAOKE KARABAR E.I.R.L.;20536306006; 
SEDE CENTRAL;PS3;2015;2022;DENUNCIA;29/12/2015;SERVICIOS VARIOS;OTROS SERVICIOS;;; 
SEDE CENTRAL;PS3;2015;2023;DENUNCIA;29/12/2015;CONSTRUCCION E INMOBILIARIOS;VENTA DE INMUEBLES POR ENCARGO;SOLUCIONES DE VIVIENDAS E INMOBILIARIA SOCIEDAD ANONIMA CERRADA;20494644364; 
SEDE CENTRAL;PS3;2015;2024;DENUNCIA;30/12/2015;TRANSPORTE TERRESTRE Y OTROS TIPOS DE TRANSPORTE;ENCOMIENDAS ;TRANSMAR EXPRESS SAC;20501622819; 
SEDE CENTRAL;PS3;2015;2025;DENUNCIA;30/12/2015;AFOCAT Y ASOCIACIONES DIVERSAS;OTROS SERVICIOS O PRODUCTOS PRESTADOS POR ASOCIACIONES;ASOCIACION CIVIL CEPREDUNI;20537438976; 
SEDE CENTRAL;PS3;2015;2026;DENUNCIA;30/12/2015;EDUCACION SECUNDARIA;SERVICIOS DE ENSEÑANZA;.CENTRO EDUCATIVO DE GESTION NO ESTATAL SAN LUIS REY E.I.R.L.;20510006179; 
SEDE CENTRAL;PS3;2015;2027;DENUNCIA;30/12/2015;HOTELES Y OTROS TIPOS DE HOSPEDAJE;SERVICIO DE HOSPEDAJE;INVERSIONES MONLEN S.A.C;20451535928; 
SEDE CENTRAL;PS3;2015;2028;DENUNCIA;31/12/2015;SERVICIOS VARIOS;OTROS SERVICIOS;CENTRAL PARKING SYSTEM PERÚ S.A.;20505205791; 
SEDE CENTRAL;PS3;2015;2029;DENUNCIA;31/12/2015;EDUCACION SUPERIOR;SERVICIOS DE ESTACIONAMIENTO;UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.;20211614545; 
SEDE CENTRAL;PS3;2015;203;DENUNCIA;6/02/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;VENTA DE REPUESTOS PARA VEHICULOS AUTOMOTORES Y MOTOCICLETAS;;; 
SEDE CENTRAL;PS3;2015;2030;DENUNCIA;30/12/2015;TRANSPORTE TERRESTRE Y OTROS TIPOS DE TRANSPORTE;ENCOMIENDAS ;TRANSPORTES EL PINO S.A.C.;20502324927; 
SEDE CENTRAL;PS3;2015;2031;DENUNCIA;30/12/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE OTROS PRODUCTOS;TIENDAS PERUANAS S.A.;20493020618; 
SEDE CENTRAL;PS3;2015;2032;DENUNCIA;30/12/2015;COMERCIO MINORISTA DE ARTICULOS DE FERRETERIA Y AFINES;VENTA DE ARTICULOS DE FERRETERIA;SODIMAC PERU S.A.;20389230724; 
SEDE CENTRAL;PS3;2015;2033;DENUNCIA;30/12/2015;TRANSPORTE TERRESTRE Y OTROS TIPOS DE TRANSPORTE;TRANSPORTE DE PASAJEROS;TAXIBEAT PERU S.A.;20556406881; 
SEDE CENTRAL;PS3;2015;2034;DENUNCIA;30/12/2015;SERVICIOS VARIOS;OTROS SERVICIOS;SCHARFF INTERNATIONAL COURIER & CARGO SA;20110964928; 
SEDE CENTRAL;PS3;2015;2035;DENUNCIA;30/12/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE ELECTRODOMESTICOS;TIENDAS POR DEPARTAMENTO RIPLEY S.A.;20337564373; 
SEDE CENTRAL;PS3;2015;2036;DENUNCIA;30/12/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE OTROS PRODUCTOS;TIENDAS POR DEPARTAMENTO RIPLEY S.A.;20337564373; 
SEDE CENTRAL;PS3;2015;2037;DENUNCIA;30/12/2015;CONSTRUCCION E INMOBILIARIOS;VENTA DE INMUEBLES POR ENCARGO;COMPAÑIA CONSTRUCTORA ITACA S.A.C;20551031510; 
SEDE CENTRAL;PS3;2015;2038;DENUNCIA;30/12/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;E BIKE EIRL;20565956940; 
SEDE CENTRAL;PS3;2015;2039;DENUNCIA;31/12/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;NATURA COSMÉTICOS S.A.;20101796532; 
SEDE CENTRAL;PS3;2015;204;DENUNCIA;5/02/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE OTROS PRODUCTOS;TIENDAS POR DEPARTAMENTO RIPLEY S.A.;20337564373; 
SEDE CENTRAL;PS3;2015;2040;DENUNCIA;31/12/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;ASESORIA JURIDICA LEGAL;;; 
SEDE CENTRAL;PS3;2015;2041;DENUNCIA;31/12/2015;EDUCACION SUPERIOR;SERVICIOS DE ENSEÑANZA;PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU;20155945860; 
SEDE CENTRAL;PS3;2015;2042;DENUNCIA;31/12/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;ADMINISTRACION DE ESTACIONAMIENTOS;LOS PORTALES S.A.;20301837896; 
SEDE CENTRAL;PS3;2015;205;DENUNCIA;5/02/2015;RESTAURANTES, BARES Y CANTINAS ;RECEPCION DE EVENTOS;RUMBA LATINA E.I.R.L.;20549998012; 
SEDE CENTRAL;PS3;2015;206;DENUNCIA;5/02/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;LINIO PERÚ S.A.C.;20547836473; 
SEDE CENTRAL;PS3;2015;207;DENUNCIA;5/02/2015;COMERCIO MINORISTA DE TEXTILES, PRENDAS DE VESTIR Y CALZADO;VENTA DE PRENDAS DE VESTIR;BEST BRIDAL IMPORT-EXPORT S.A.C.;20473170885; 
SEDE CENTRAL;PS3;2015;208;DENUNCIA;5/02/2015;CONSTRUCCION E INMOBILIARIOS;ALQUILER DE INMUEBLES POR ENCARGO;BUENA VISTA GRUPO INMOBILIARIO SAC;20520521497; 
SEDE CENTRAL;PS3;2015;209;DENUNCIA;5/02/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;VENTA DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;YORKS MOTORS S.A.C.;20536534726; 
SEDE CENTRAL;PS3;2015;21;DENUNCIA;8/01/2015;AGENCIAS DE VIAJE Y OTROS SERVICIOS DE TRANSPORTE;ACTIVIDADES DE AGENCIAS DE VIAJES;PROMOTORA DE TURISMO NUEVO MUNDO SA;20106785288; 
SEDE CENTRAL;PS3;2015;210;DENUNCIA;5/02/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE OTROS PRODUCTOS;TIENDAS POR DEPARTAMENTO RIPLEY S.A.;20337564373; 
SEDE CENTRAL;PS3;2015;211;DENUNCIA;5/02/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;LA CASA DEL MACHIMBRADO SELECTO SAC;20554598278; 
SEDE CENTRAL;PS3;2015;212;DENUNCIA;5/02/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;SKIN-ART S.A.C.;20477949941; 
SEDE CENTRAL;PS3;2015;213;DENUNCIA;5/02/2015;SUPERMERCADOS, BODEGAS, MINIMARKETS Y SIMILARES;VENTA DE ABARROTES;SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA O S.P.S.A.;20100070970; 
SEDE CENTRAL;PS3;2015;214;DENUNCIA;5/02/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;LA CASA DEL MACHIMBRADO SELECTO SAC / LA CASA DEL MACHIMBRADO SELECTO SAC;20554598278 / 20554598278; 
SEDE CENTRAL;PS3;2015;215;DENUNCIA;6/02/2015;SUPERMERCADOS, BODEGAS, MINIMARKETS Y SIMILARES;VENTA DE OTROS PRODUCTOS;SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA O S.P.S.A.;20100070970; 
SEDE CENTRAL;PS3;2015;216;DENUNCIA;6/02/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE OTROS PRODUCTOS;SAGA FALABELLA S.A.;20100128056; 
SEDE CENTRAL;PS3;2015;217;DENUNCIA;6/02/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;ASESORIA EN INFORMATICA;MEMORY KINGS PERU S.A.C.;20506717044; 
SEDE CENTRAL;PS3;2015;218;DENUNCIA;6/02/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;VENTA DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;YORKS MOTORS S.A.C.;20536534726; 
SEDE CENTRAL;PS3;2015;219;DENUNCIA;6/02/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;VENTA DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;AUTOMOTORES GILDEMEISTER-PERU S.A.;20506006024; 
SEDE CENTRAL;PS3;2015;22;DENUNCIA;7/01/2015;SUPERMERCADOS, BODEGAS, MINIMARKETS Y SIMILARES;VENTA DE OTROS PRODUCTOS;CENCOSUD RETAIL PERU S.A.;20109072177; 
SEDE CENTRAL;PS3;2015;220;DENUNCIA;6/02/2015;CONSTRUCCION E INMOBILIARIOS;ALQUILER DE INMUEBLES POR ENCARGO;EDIFICACIONES Y CONSTRUCCIONES EL AGUSTINO S.A.C.;20537811448; 
SEDE CENTRAL;PS3;2015;221;DENUNCIA;6/02/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE ROPA;TIENDAS POR DEPARTAMENTO RIPLEY S.A.;20337564373; 
SEDE CENTRAL;PS3;2015;222;DENUNCIA;9/02/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;SERVICIOS DE CORRESPONDENCIA;AQP EXPRESS CARGO S.A.C. / UNION PAK DEL PERU S.A.;20312239117 / 20422096605; 
SEDE CENTRAL;PS3;2015;223;DENUNCIA;6/02/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE OTROS PRODUCTOS;FALABELLA SERVICIOS GENERALES S.A.C. / AMERICAN ASSIST PERU S.A.C-AA PERU S.A.C;20510400233 / 20506760721; 
SEDE CENTRAL;PS3;2015;224;DENUNCIA;6/02/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;VENTA DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;TRACTO - CAMIONES USA E.I.R.L;20293774308; 
SEDE CENTRAL;PS3;2015;225;DENUNCIA;9/02/2015;COMERCIO MINORISTA DE PRODUCTOS FARMACEUTICOS, PERFUMERIA Y AFINES;VENTA DE ARTICULOS COSMETICOS Y DE TOCADOR;PRODUCTOS AVON S A;20100078792; 
SEDE CENTRAL;PS3;2015;226;DENUNCIA;9/02/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;SODIMAC PERU S.A.;20389230724; 
SEDE CENTRAL;PS3;2015;227;DENUNCIA;10/02/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;MAC JOHNSON CONTROLS COLOMBIA S.A.S. SUCURSAL PERU / BATERIAS ORE SOCIEDAD ANONIMA CERRADA;20392895800 / 20507252860; 
