ODI;SIGLAS_AREA;ANIO;NRO_EXPEDIENTE;TIPO_EXPEDIENTE;FECHA_PRESENTACION;SECTOR;SUB_SECTOR;DENUNCIADOS;RUC_DENUNCIADOS; 
SEDE CENTRAL;PS3;2015;1;DENUNCIA;5/01/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;;; 
SEDE CENTRAL;PS3;2015;1;SANCIONADOR POR EL ART. 5;8/09/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;PRODUCTOS AVON S A;20100078792; 
SEDE CENTRAL;PS3;2015;10;DENUNCIA;5/01/2015;COMERCIO MINORISTA DE ARTICULOS DE FERRETERIA Y AFINES;VENTA DE ARTICULOS DE FERRETERIA;;; 
SEDE CENTRAL;PS3;2015;100;DENUNCIA;22/01/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE OTROS PRODUCTOS;SAGA FALABELLA S.A.;20100128056; 
SEDE CENTRAL;PS3;2015;1000;DENUNCIA;24/06/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;OPTICAS GMO PERU S.A.C.;20467675436; 
SEDE CENTRAL;PS3;2015;1001;DENUNCIA;24/06/2015;COMERCIO MINORISTA DE TEXTILES, PRENDAS DE VESTIR Y CALZADO;VENTA DE PRENDAS DE VESTIR;;; 
SEDE CENTRAL;PS3;2015;1002;DENUNCIA;25/06/2015;AGENCIAS DE VIAJE Y OTROS SERVICIOS DE TRANSPORTE;ACTIVIDADES DE AGENCIAS DE VIAJES;NETWORK LEADING GROUP HOLDING S.A.;20419861236; 
SEDE CENTRAL;PS3;2015;1003;DENUNCIA;25/06/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;SANIHOLD S.A.C.;20514737364; 
SEDE CENTRAL;PS3;2015;1004;DENUNCIA;25/06/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;LA CASA DEL MACHIMBRADO SELECTO SAC;20554598278; 
SEDE CENTRAL;PS3;2015;1005;DENUNCIA;25/06/2015;SERVICIOS VARIOS;OTROS SERVICIOS;;; 
SEDE CENTRAL;PS3;2015;1006;DENUNCIA;25/06/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;;; 
SEDE CENTRAL;PS3;2015;1007;DENUNCIA;25/06/2015;SERVICIOS VARIOS;OTROS SERVICIOS;PSICOMEDICOS DEL PERU S.A.;20333657563; 
SEDE CENTRAL;PS3;2015;1008;DENUNCIA;25/06/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE ELECTRODOMESTICOS;TIENDAS PERUANAS S.A.;20493020618; 
SEDE CENTRAL;PS3;2015;1009;DENUNCIA;25/06/2015;EDUCACION SUPERIOR;SERVICIOS DE ENSEÑANZA;UNIVERSIDAD SENOR DE SIPAN SAC;20479748102; 
SEDE CENTRAL;PS3;2015;101;DENUNCIA;22/01/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;VENTA DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;GRUPO PANA S.A.;20100144922; 
SEDE CENTRAL;PS3;2015;1010;DENUNCIA;25/06/2015;SERVICIOS VARIOS;SERVICIOS DE LAVANDERIA;CADENA DE LAVANDERIAS PERUANAS S.A.C. - CALAPER S.A.C.;20551196357; 
SEDE CENTRAL;PS3;2015;1011;DENUNCIA;25/06/2015;COMERCIO MINORISTA DE TEXTILES, PRENDAS DE VESTIR Y CALZADO;VENTA DE PRENDAS DE VESTIR;;; 
SEDE CENTRAL;PS3;2015;1012;DENUNCIA;25/06/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;PRODUCTOS AVON S A;20100078792; 
SEDE CENTRAL;PS3;2015;1013;DENUNCIA;25/06/2015;EDUCACION INICIAL Y PRIMARIA;SERVICIOS DE ENSEÑANZA;SAN ISIDRO LABRADOR ASOCIACION CIVIL EDUCATIVA Y TECNOLOGICA;20511744882; 
SEDE CENTRAL;PS3;2015;1014;DENUNCIA;26/06/2015;SERVICIOS VARIOS;OTROS SERVICIOS;INVERSIONES LUROCA S.A.C.;20506804010; 
SEDE CENTRAL;PS3;2015;1015;DENUNCIA;26/06/2015;EDUCACION SUPERIOR;SERVICIOS DE ENSEÑANZA;UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.;20211614545; 
SEDE CENTRAL;PS3;2015;1016;DENUNCIA;26/06/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;OTROS SERVICIOS PARA EMPRESAS;SERVICIOS MULTIMEDIA S.A.C. / SERVICIOS MULTIMEDIA S.A.C.;20501426041 / 20501426041; 
SEDE CENTRAL;PS3;2015;1017;DENUNCIA;26/06/2015;SERVICIOS VARIOS;SERVICIOS DE LAVANDERIA;LAVANDERIA AKI DRY CLEANERS S.R.L.;20123257899; 
SEDE CENTRAL;PS3;2015;1018;DENUNCIA;26/06/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;IZA MOTORS PERU  S.A.C.;20524382335; 
SEDE CENTRAL;PS3;2015;1019;DENUNCIA;26/06/2015;EDUCACION SUPERIOR;SERVICIOS DE ENSEÑANZA;UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.;20211614545; 
SEDE CENTRAL;PS3;2015;102;DENUNCIA;22/01/2015;OTRAS ACTIVIDADES ECONOMICAS;SERVICIOS DE GIROS DE DINERO;MONEYGRAM INTERNATIONAL PAYMENT SYSTEMS, INC.,SUCURSAL DEL PERU;20545250447; 
SEDE CENTRAL;PS3;2015;1020;DENUNCIA;26/06/2015;SERVICIOS VARIOS;OTROS SERVICIOS;FABRICA DE COLCHONES SUPER REAL S.A.C.;20492442586; 
SEDE CENTRAL;PS3;2015;1021;DENUNCIA;26/06/2015;COMERCIO MINORISTA DE PRODUCTOS FARMACEUTICOS, PERFUMERIA Y AFINES;VENTA DE MEDICAMENTOS;ALBIS S.A.;20418140551; 
SEDE CENTRAL;PS3;2015;1022;DENUNCIA;26/06/2015;SERVICIOS VARIOS;OTROS SERVICIOS;CAMARA DE COMERCIO DE LIMA;20101266819; 
SEDE CENTRAL;PS3;2015;1023;DENUNCIA;26/06/2015;CONSTRUCCION E INMOBILIARIOS;ALQUILER DE INMUEBLES;CORREGAL SAC;20537851237; 
SEDE CENTRAL;PS3;2015;1024;DENUNCIA;26/06/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;AEQUILIBRIUM AUDITIVO SAC;20535581275; 
SEDE CENTRAL;PS3;2015;1025;DENUNCIA;25/06/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;;TIENDAS POR DEPARTAMENTO RIPLEY S.A.;20337564373; 
SEDE CENTRAL;PS3;2015;1026;DENUNCIA;18/05/2015;TELECOMUNICACIONES;SERVICIOS DE INSTALACION;NETLINE PERU SOCIEDAD ANONIMA;20513371315; 
SEDE CENTRAL;PS3;2015;1027;DENUNCIA;20/03/2015;OTRAS ACTIVIDADES ECONOMICAS;SERVICIOS DE GIROS DE DINERO;SENTINEL PERÚ S.A.;20525138985; 
SEDE CENTRAL;PS3;2015;1028;DENUNCIA;30/06/2015;EDUCACION SUPERIOR;SERVICIOS DE ENSEÑANZA;BS GRUPO S.A.C.;20454870591; 
SEDE CENTRAL;PS3;2015;1029;DENUNCIA;9/07/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;TOTAL ARTEFACTOS S.A.;20331429601; 
SEDE CENTRAL;PS3;2015;103;DENUNCIA;22/01/2015;COMERCIO MINORISTA DE ARTICULOS DE FERRETERIA Y AFINES;VENTA DE ARTICULOS DE FERRETERIA;GENERAL SERVICES  RESSON S.A.C.;20550115329; 
SEDE CENTRAL;PS3;2015;1030;DENUNCIA;30/06/2015;SERVICIOS DE SALUD HUMANA Y VETERINARIA;SERVICIOS DE CONSULTORIO Y EMERGENCIA;MAPFRE PERU S.A. ENTIDAD PRESTADORA DE SALUD / NUESTRA SENORA DEL SAGRADO CORAZON;20517182673 / 20428080671; 
SEDE CENTRAL;PS3;2015;1031;DENUNCIA;30/06/2015;CONSTRUCCION E INMOBILIARIOS;CONSTRUCCION Y VENTA DE INMUEBLES;GRUPO ACUARIO CONTRATISTAS GENERALES S.A.C.;20514016462; 
SEDE CENTRAL;PS3;2015;1032;DENUNCIA;30/06/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;OTROS SERVICIOS PARA EMPRESAS;HIBU PERU S.A.C.;20501426041; 
SEDE CENTRAL;PS3;2015;1033;DENUNCIA;30/06/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;;; 
SEDE CENTRAL;PS3;2015;1034;DENUNCIA;25/06/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;OTROS SERVICIOS PARA EMPRESAS;GRUPO BRANDCORP SOCIEDAD ANONIMA CERRADA;20552403020; 
SEDE CENTRAL;PS3;2015;1035;DENUNCIA;1/07/2015;CONSTRUCCION E INMOBILIARIOS;CONSTRUCCION Y VENTA DE INMUEBLES;LOS PORTALES S.A.;20301837896; 
SEDE CENTRAL;PS3;2015;1036;DENUNCIA;1/07/2015;SERVICIOS VARIOS;OTROS SERVICIOS;CENTRAL PARKING SYSTEM PERÚ S.A.;20505205791; 
SEDE CENTRAL;PS3;2015;1037;DENUNCIA;1/07/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE ELECTRODOMESTICOS;HEWLETT - PACKARD PERU S.R.L. / TIENDAS POR DEPARTAMENTO RIPLEY S.A.;20335020872 / 20337564373; 
SEDE CENTRAL;PS3;2015;1038;DENUNCIA;1/07/2015;CONSTRUCCION E INMOBILIARIOS;CONSTRUCCION Y VENTA DE INMUEBLES;INMOBILIARIA MARADENTRO S.A.C.;20548293538; 
SEDE CENTRAL;PS3;2015;1039;DENUNCIA;1/07/2015;TRANSPORTE TERRESTRE Y OTROS TIPOS DE TRANSPORTE;TRANSPORTE DE PASAJEROS;INSTITUTO METROPOLITANO PROTRANSPORTE DE LIMA;20510407670; 
SEDE CENTRAL;PS3;2015;104;DENUNCIA;22/01/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;ASESORIA JURIDICA LEGAL;SERVICIOS LEGALES VIDAL & VIDAL E.I.R.LT;20137195608; 
SEDE CENTRAL;PS3;2015;1040;DENUNCIA;1/07/2015;SERVICIOS VARIOS;OTROS SERVICIOS;ALIGNET S.A.C.;20333372216; 
SEDE CENTRAL;PS3;2015;1041;DENUNCIA;2/07/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;OTROS SERVICIOS PARA EMPRESAS;;; 
SEDE CENTRAL;PS3;2015;1042;DENUNCIA;2/07/2015;ELABORACION DE PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO;ELABORACION DE PRODUCTOS ALIMENTICIOS;MBN EXPORTACIONES LAMBAYEQUE & CIA SRL.;20479885860; 
SEDE CENTRAL;PS3;2015;1043;DENUNCIA;2/07/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;OTROS SERVICIOS PARA EMPRESAS;SR GAS S.A.C.;20512521798; 
SEDE CENTRAL;PS3;2015;1044;DENUNCIA;2/07/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;EDICIONES SEMBRANDO S.A.C  - EDICSEM;20492184609; 
SEDE CENTRAL;PS3;2015;1045;DENUNCIA;2/07/2015;CONSTRUCCION E INMOBILIARIOS;CONSTRUCCION Y VENTA DE INMUEBLES;CORPORACION INMOBILIARIA SUDAMERICANA S.A.C.;20506908061; 
SEDE CENTRAL;PS3;2015;1046;DENUNCIA;3/07/2015;SERVICIOS VARIOS;OTROS SERVICIOS;;; 
SEDE CENTRAL;PS3;2015;1047;DENUNCIA;3/07/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;OTROS SERVICIOS PARA EMPRESAS;CORPORACION HODELPE S.A.C.;20523904273; 
SEDE CENTRAL;PS3;2015;1048;DENUNCIA;3/07/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;SONY PERU S.R.L.;20372706288; 
SEDE CENTRAL;PS3;2015;1049;DENUNCIA;2/07/2015;SERVICIOS VARIOS;OTROS SERVICIOS;;; 
SEDE CENTRAL;PS3;2015;105;DENUNCIA;22/01/2015;OTROS TIPOS DE EDUCACION;SERVICIOS DE ENSEÑANZA;;; 
SEDE CENTRAL;PS3;2015;1050;DENUNCIA;3/07/2015;CONSTRUCCION E INMOBILIARIOS;CONSTRUCCION Y VENTA DE INMUEBLES;INMOBILIARIA MASIAS S.A.C.;20510915748; 
SEDE CENTRAL;PS3;2015;1051;DENUNCIA;6/07/2015;CONSTRUCCION E INMOBILIARIOS;CONSTRUCCION Y VENTA DE INMUEBLES;GRUPO ACUARIO CONTRATISTAS GENERALES S.A.C.;20514016462; 
SEDE CENTRAL;PS3;2015;1052;DENUNCIA;6/07/2015;COMERCIO MINORISTA DE TEXTILES, PRENDAS DE VESTIR Y CALZADO;VENTA DE CALZADO Y ARTICULOS DE CUERO;EMPRESAS COMERCIALES S.A.;20101951872; 
SEDE CENTRAL;PS3;2015;1053;DENUNCIA;6/07/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;SUPERMERCADOS PERUANOS S. A.;20100070970; 
SEDE CENTRAL;PS3;2015;1054;DENUNCIA;2/07/2015;SERVICIOS DE SALUD HUMANA Y VETERINARIA;SERVICIOS DE CONSULTORIO Y EMERGENCIA;;; 
SEDE CENTRAL;PS3;2015;1055;DENUNCIA;6/07/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;OTROS SERVICIOS PARA EMPRESAS;;; 
SEDE CENTRAL;PS3;2015;1056;DENUNCIA;6/07/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;COMPUCARE SA / SAGA FALABELLA S.A.;20374225503 / 20100128056; 
SEDE CENTRAL;PS3;2015;1057;DENUNCIA;6/07/2015;SERVICIOS VARIOS;OTROS SERVICIOS;WHITE LINE SERVICE S.A.C.;20524032431; 
SEDE CENTRAL;PS3;2015;1058;DENUNCIA;6/07/2015;SERVICIOS VARIOS;OTROS SERVICIOS;INVERSIONES VICENTE TALAVERANO SOCIEDAD ANONIMA CERRADA / SUPERINT. NAC. DE LOS REGISTROS PUBLICOS / MUNICIPALIDAD DE CARABAYLLO / INSTITUTO METROPOLITANO DE PLANIFICACION / MUNICIPALIDAD METROPOLITANA DE LIMA;20509860395 / 20267073580 / 20131368314 / 20137592437 / 20131380951; 
SEDE CENTRAL;PS3;2015;1059;DENUNCIA;7/07/2015;SERVICIOS VARIOS;OTROS SERVICIOS;;; 
SEDE CENTRAL;PS3;2015;106;DENUNCIA;22/01/2015;FABRICACION DE MUEBLES ;FABRICACION MUEBLES;;; 
SEDE CENTRAL;PS3;2015;1060;DENUNCIA;7/07/2015;COMERCIO MINORISTA DE TEXTILES, PRENDAS DE VESTIR Y CALZADO;VENTA DE CALZADO Y ARTICULOS DE CUERO;TRIATHLON S.A.C.;20417531026; 
SEDE CENTRAL;PS3;2015;1061;DENUNCIA;7/07/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;OUTER HEAVEN SOCIEDAD ANONIMA CERRADA - OUTER HEAVEN S.A.C.;20553977321; 
SEDE CENTRAL;PS3;2015;1062;DENUNCIA;7/07/2015;EDUCACION INICIAL Y PRIMARIA;SERVICIOS DE ENSEÑANZA;ASOCIACION PROMOTORA DE EDUCACION INICIAL LA COMETA;20553643547; 
SEDE CENTRAL;PS3;2015;1063;DENUNCIA;7/07/2015;SERVICIOS VARIOS;OTROS SERVICIOS;UVK MULTICINES LARCO S.A. / EMPRESA EDITORA EL COMERCIO S.A.;20388128748 / 20143229816; 
SEDE CENTRAL;PS3;2015;1064;DENUNCIA;7/07/2015;SERVICIOS VARIOS;;METAMORFOSIS S.A.C.;20555153873; 
SEDE CENTRAL;PS3;2015;1065;DENUNCIA;7/07/2015;TELECOMUNICACIONES;SERVICIOS DE INSTALACION;LINIO PERÚ S.A.C.;20547836473; 
SEDE CENTRAL;PS3;2015;1066;DENUNCIA;8/07/2015;SERVICIOS VARIOS;OTROS SERVICIOS;OLA Y MONTAÑA S.A.C.;20520673670; 
SEDE CENTRAL;PS3;2015;1067;DENUNCIA;8/07/2015;EDUCACION SECUNDARIA;SERVICIOS DE ENSEÑANZA;;; 
SEDE CENTRAL;PS3;2015;1068;DENUNCIA;8/07/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;;; 
SEDE CENTRAL;PS3;2015;1069;DENUNCIA;8/07/2015;RESTAURANTES, BARES Y CANTINAS ;SERVICIO DE ALIMENTACION Y BEBIDA;L.H. SAN MIGUEL S.A.C.;20514506630; 
SEDE CENTRAL;PS3;2015;107;DENUNCIA;22/01/2015;ELABORACION DE PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO;ELABORACION DE PRODUCTOS ALIMENTICIOS;GOLOZZINI S.A.C.;20505712979; 
SEDE CENTRAL;PS3;2015;1070;DENUNCIA;3/07/2015;HOTELES Y OTROS TIPOS DE HOSPEDAJE;SERVICIO DE HOSPEDAJE;;; 
SEDE CENTRAL;PS3;2015;1071;DENUNCIA;9/07/2015;CONSTRUCCION E INMOBILIARIOS;CONSTRUCCION Y VENTA DE INMUEBLES;F. HUBY GRUPO INMOBILIARIO E.I.R.L.;20520836722; 
SEDE CENTRAL;PS3;2015;1072;DENUNCIA;9/07/2015;SERVICIOS VARIOS;OTROS SERVICIOS;REGUS BUSINESS CENTRE (PERU) S.A.;20423547678; 
SEDE CENTRAL;PS3;2015;1073;DENUNCIA;9/07/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;#¿NOMBRE?;20100260086 / 20565478789; 
SEDE CENTRAL;PS3;2015;1074;DENUNCIA;9/07/2015;TELECOMUNICACIONES;SERVICIOS DE INSTALACION;AMERICA MOVIL PERU S.A.C.;20467534026; 
SEDE CENTRAL;PS3;2015;1075;DENUNCIA;9/07/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;VENTA DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;YORKS MOTORS S.A.C.;20536534726; 
SEDE CENTRAL;PS3;2015;1076;DENUNCIA;9/07/2015;COMERCIO MINORISTA DE TEXTILES, PRENDAS DE VESTIR Y CALZADO;VENTA DE CALZADO Y ARTICULOS DE CUERO;INVERSIONES RUBIN'S SRL;20427799973; 
SEDE CENTRAL;PS3;2015;1077;DENUNCIA;9/07/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;OTROS SERVICIOS PARA EMPRESAS;PROTEMAX S.R.LTDA.;20330208300; 
SEDE CENTRAL;PS3;2015;1078;DENUNCIA;10/07/2015;EDUCACION SUPERIOR;SERVICIOS DE ENSEÑANZA;PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU;20155945860; 
SEDE CENTRAL;PS3;2015;1079;DENUNCIA;10/07/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE OTROS PRODUCTOS;TIENDAS POR DEPARTAMENTO RIPLEY S.A.;20337564373; 
SEDE CENTRAL;PS3;2015;108;DENUNCIA;22/01/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;P & G PERU TELAS CO. S.A.C;20565973445; 
SEDE CENTRAL;PS3;2015;1080;DENUNCIA;10/07/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;VENTA DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;DERCOCENTER S.A.C.;20548527113; 
SEDE CENTRAL;PS3;2015;1081;DENUNCIA;10/07/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;ASESORIA EN ARQUITECTURA;;; 
SEDE CENTRAL;PS3;2015;1082;DENUNCIA;13/07/2015;TELECOMUNICACIONES;VENTA DE EQUIPOS TELEFONICOS;TELEFÓNICA DEL PERÚ S.A.A;20100017491; 
SEDE CENTRAL;PS3;2015;1083;DENUNCIA;13/07/2015;SERVICIOS VARIOS;OTROS SERVICIOS;ASC.ED.PARA EL ARTE MIGUEL A.BUONARROTI;20371651668; 
SEDE CENTRAL;PS3;2015;1084;DENUNCIA;13/07/2015;SERVICIOS VARIOS;OTROS SERVICIOS;GOOD POOLS SOCIEDAD ANONIMA CERRADA-GOOD POOLS S.A.C.;20517069435; 
SEDE CENTRAL;PS3;2015;1085;DENUNCIA;13/07/2015;SERVICIOS VARIOS;OTROS SERVICIOS;GOOD POOLS SOCIEDAD ANONIMA CERRADA-GOOD POOLS S.A.C.;20517069435; 
SEDE CENTRAL;PS3;2015;1086;DENUNCIA;13/07/2015;CONSTRUCCION E INMOBILIARIOS;CONSTRUCCION Y VENTA DE INMUEBLES;INMOBILIARIA JUPITER S.A.;20100703174; 
SEDE CENTRAL;PS3;2015;1087;DENUNCIA;13/07/2015;SERVICIOS VARIOS;OTROS SERVICIOS;EQUIFAX PERU S.A.;20265681299; 
SEDE CENTRAL;PS3;2015;1088;DENUNCIA;13/07/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;SERVICIOS DE VIGILANCIA;SECURITY & VIGILANCE PERU E.I.R.L.;20545247730; 
SEDE CENTRAL;PS3;2015;1089;DENUNCIA;13/07/2015;COMERCIO MINORISTA DE LINEA BLANCA, MARRON Y OTRAS;VENTA DE ELECTRODOMESTICOS;ELEKTRA DEL PERÚ S.A.;20383380643; 
SEDE CENTRAL;PS3;2015;109;DENUNCIA;22/01/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;LINIO PERÚ S.A.C.;20547836473; 
SEDE CENTRAL;PS3;2015;1090;DENUNCIA;10/07/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;TIENDAS POR DEPARTAMENTO RIPLEY S.A. / SONY PERU S.R.L.;20337564373 / 20372706288; 
SEDE CENTRAL;PS3;2015;1091;DENUNCIA;10/07/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;TIENDAS PERUANAS S.A.;20493020618; 
SEDE CENTRAL;PS3;2015;1092;DENUNCIA;10/07/2015;CONSTRUCCION E INMOBILIARIOS;CONSTRUCCION Y VENTA DE INMUEBLES;CORPORACION KUNURANA S.A.C.;20485549545; 
SEDE CENTRAL;PS3;2015;1093;DENUNCIA;10/07/2015;SERVICIOS DE SALUD HUMANA Y VETERINARIA;SERVICIOS DE CONSULTORIO Y EMERGENCIA;CLINICA INTERNACIONAL S A;20100054184; 
SEDE CENTRAL;PS3;2015;1094;DENUNCIA;10/07/2015;SERVICIOS VARIOS;OTROS SERVICIOS;SERVICIO DE ADMINISTRACION TRIBUTARIA;20337101276; 
SEDE CENTRAL;PS3;2015;1095;DENUNCIA;10/07/2015;EDUCACION SUPERIOR;SERVICIOS DE ENSEÑANZA;UNIVERSIDAD AUTÓNOMA DEL PERÚ S.A.C.;20521449731; 
SEDE CENTRAL;PS3;2015;1096;DENUNCIA;13/07/2015;COMERCIO MAYORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;SAGA FALABELLA S.A.;20100128056; 
SEDE CENTRAL;PS3;2015;1097;DENUNCIA;13/07/2015;TELECOMUNICACIONES;SERVICIOS DE INSTALACION;TELEFÓNICA DEL PERÚ S.A.A;20100017491; 
SEDE CENTRAL;PS3;2015;1098;DENUNCIA;13/07/2015;CONSTRUCCION E INMOBILIARIOS;CONSTRUCCION Y VENTA DE INMUEBLES;PROMOTORA & INMOBILIARIA AMERICA S.A;20251187402; 
SEDE CENTRAL;PS3;2015;1099;DENUNCIA;13/07/2015;FABRICACION DE MUEBLES ;FABRICACION MUEBLES;;; 
SEDE CENTRAL;PS3;2015;11;DENUNCIA;5/01/2015;TIENDAS POR  DEPARTAMENTO, BAZARES Y CONEXOS;VENTA DE OTROS PRODUCTOS;TIENDAS POR DEPARTAMENTO RIPLEY S.A.;20337564373; 
SEDE CENTRAL;PS3;2015;110;DENUNCIA;22/01/2015;VENTA, MANTENIMIENTO Y REPARACION DE VEHICULOS;VENTA DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;MAQUIMOTORA ALTA GRACIA S.A.C.;20553638543; 
SEDE CENTRAL;PS3;2015;1100;DENUNCIA;13/07/2015;TRANSPORTE TERRESTRE Y OTROS TIPOS DE TRANSPORTE;TRANSPORTE DE PASAJEROS;BANCO INTERNACIONAL DEL PERÚ S.A.A. - INTERBANK / MAXI MOBILITY PERU S.A.C.;20100053455 / 20548704261; 
SEDE CENTRAL;PS3;2015;1101;DENUNCIA;14/07/2015;SERVICIOS VARIOS;OTROS SERVICIOS;ADMINISTRADORA DEL COMERCIO S.A.;20100047307; 
SEDE CENTRAL;PS3;2015;1102;DENUNCIA;14/07/2015;COMERCIO MINORISTA DE PRODUCTOS FARMACEUTICOS, PERFUMERIA Y AFINES;VENTA DE ARTICULOS COSMETICOS Y DE TOCADOR;ORIFLAME PERU SA;20207770796; 
SEDE CENTRAL;PS3;2015;1103;DENUNCIA;14/07/2015;TELECOMUNICACIONES;SERVICIOS DE INSTALACION;HIBU PERU S.A.C. / AMERICA MOVIL PERU S.A.C.;20501426041 / 20467534026; 
SEDE CENTRAL;PS3;2015;1104;DENUNCIA;14/07/2015;SERVICIOS PROFESIONALES, TECNICOS Y OTROS;OTROS SERVICIOS PARA EMPRESAS;SANTAMARIA -SPA S.A.C.;20492171370; 
SEDE CENTRAL;PS3;2015;1105;DENUNCIA;14/07/2015;CONSTRUCCION E INMOBILIARIOS;CONSTRUCCION Y VENTA DE INMUEBLES;Q Y Q ARQUITECTOS Y ASOCIADOS S.R.LTDA;20117470785; 
SEDE CENTRAL;PS3;2015;1106;DENUNCIA;14/07/2015;RESTAURANTES, BARES Y CANTINAS ;SERVICIO DE ALIMENTACION Y BEBIDA;CINDEL S.A.;20302218774; 
SEDE CENTRAL;PS3;2015;1107;DENUNCIA;14/07/2015;RESTAURANTES, BARES Y CANTINAS ;SERVICIO DE ALIMENTACION Y BEBIDA;FRANQUICIAS ALIMENTARIAS S.A.;20298674611; 
SEDE CENTRAL;PS3;2015;1108;DENUNCIA;14/07/2015;RESTAURANTES, BARES Y CANTINAS ;SERVICIO DE ALIMENTACION Y BEBIDA;GRESCO S.A.C.;20252796623; 
SEDE CENTRAL;PS3;2015;1109;DENUNCIA;14/07/2015;HOTELES Y OTROS TIPOS DE HOSPEDAJE;SERVICIO DE HOSPEDAJE;HOTELES SHERATON DEL PERU S.A.;20100032610; 
SEDE CENTRAL;PS3;2015;111;DENUNCIA;23/01/2015;SUPERMERCADOS, BODEGAS, MINIMARKETS Y SIMILARES;VENTA DE LACTEOS;SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA O S.P.S.A.;20100070970; 
SEDE CENTRAL;PS3;2015;1110;DENUNCIA;14/07/2015;COMERCIO MINORISTA DE OTROS PRODUCTOS;VENTA DE OTROS PRODUCTOS;HOMECENTERS PERUANOS S.A.;20536557858; 
